CustomerID,total_transactions,total_items,total_spend,average_order_value,first_purchase,last_purchase,days_since_last_purchase,customer_lifetime_days,purchase_frequency,customer_value
12394.0,2,819,1272.48,47.12888888888889,2011-05-06 14:01:00,2011-10-07 08:08:00,63,153,0.013071895424836602,16.633725490196078
12395.0,12,2118,3018.63,19.350192307692307,2010-12-03 16:35:00,2011-11-20 15:21:00,18,351,0.03418803418803419,103.20102564102565
12397.0,2,1263,2409.9,19.126190476190477,2011-07-27 14:21:00,2011-11-04 09:52:00,35,99,0.020202020202020204,48.684848484848494
12398.0,1,1394,1635.6599999999999,19.24305882352941,2011-10-25 10:27:00,2011-10-25 10:27:00,45,1,1.0,1635.6599999999999
12399.0,4,1178,1108.65,18.790677966101697,2011-03-23 09:42:00,2011-08-12 13:15:00,118,142,0.028169014084507043,31.229577464788736
12401.0,1,11,84.3,16.86,2011-02-09 13:50:00,2011-02-09 13:50:00,302,1,1.0,84.3
12402.0,1,94,225.6,20.509090909090908,2011-01-20 13:49:00,2011-01-20 13:49:00,322,1,1.0,225.6
12403.0,1,96,427.7,85.53999999999999,2011-10-21 10:51:00,2011-10-21 10:51:00,49,1,1.0,427.7
12405.0,1,857,1710.39,31.67388888888889,2011-07-14 08:52:00,2011-07-14 08:52:00,148,1,1.0,1710.39
12406.0,2,1818,3415.3,32.52666666666667,2011-06-09 10:23:00,2011-11-17 19:22:00,21,161,0.012422360248447204,42.426086956521736
12407.0,5,1416,1708.1200000000001,22.183376623376624,2011-03-20 13:21:00,2011-10-21 10:11:00,49,214,0.02336448598130841,39.90934579439252
12408.0,5,1409,2888.55,27.51,2011-03-24 14:46:00,2011-11-07 12:27:00,32,227,0.022026431718061675,63.624449339207054
12409.0,3,5551,11072.67,101.58412844036697,2011-06-10 12:19:00,2011-09-22 10:38:00,78,103,0.02912621359223301,322.50495145631066
12410.0,2,211,693.3299999999999,26.666538461538458,2011-02-04 10:38:00,2011-02-04 10:39:00,308,1,2.0,1386.6599999999999
12412.0,3,829,1226.88,20.112786885245903,2011-06-23 13:51:00,2011-09-26 10:16:00,74,94,0.031914893617021274,39.155744680851065
12413.0,3,286,758.1,19.95,2011-01-06 16:12:00,2011-10-04 09:00:00,66,270,0.011111111111111112,8.423333333333334
12414.0,3,300,562.41,31.244999999999997,2011-02-02 14:51:00,2011-05-06 14:51:00,216,93,0.03225806451612903,18.142258064516128
12415.0,21,77374,124914.53,174.95032212885152,2011-01-06 11:12:00,2011-11-15 14:22:00,23,313,0.0670926517571885,8380.847060702876
12417.0,9,1552,3649.1,19.005729166666665,2010-12-17 11:51:00,2011-12-06 14:52:00,2,354,0.025423728813559324,92.77372881355933
12418.0,1,407,668.58,19.664117647058823,2011-08-19 11:08:00,2011-08-19 11:08:00,112,1,1.0,668.58
12420.0,1,345,600.39,20.70310344827586,2011-10-07 08:55:00,2011-10-07 08:55:00,63,1,1.0,600.39
12421.0,4,484,807.04,17.93422222222222,2011-01-24 15:09:00,2011-11-24 09:07:00,15,303,0.013201320132013201,10.653993399339933
12422.0,3,370,803.5600000000001,20.604102564102565,2011-01-19 09:13:00,2011-09-05 09:48:00,95,229,0.013100436681222707,10.526986899563319
12423.0,8,1339,1859.31,14.87448,2010-12-21 10:54:00,2011-12-09 10:10:00,0,352,0.022727272727272728,42.257045454545455
12424.0,2,740,1760.96,58.69866666666667,2011-06-30 12:06:00,2011-06-30 12:06:00,162,1,2.0,3521.92
12425.0,1,496,777.2,21.58888888888889,2011-09-22 17:31:00,2011-09-22 17:31:00,77,1,1.0,777.2
12426.0,1,258,582.73,19.424333333333333,2011-05-29 12:26:00,2011-05-29 12:26:00,194,1,1.0,582.73
12427.0,3,533,825.8,26.638709677419353,2010-12-03 10:44:00,2011-11-18 08:56:00,21,349,0.008595988538681949,7.098567335243553
12428.0,9,3536,7956.46,27.062789115646257,2011-03-01 09:33:00,2011-11-14 08:22:00,25,257,0.03501945525291829,278.63089494163427
12429.0,4,1557,3750.4,38.66391752577319,2010-12-09 12:05:00,2011-11-30 17:22:00,8,356,0.011235955056179775,42.13932584269663
12430.0,1,117,256.4,23.30909090909091,2011-10-27 15:09:00,2011-10-27 15:09:00,42,1,1.0,256.4
12431.0,15,2906,6487.45,27.606170212765957,2010-12-01 10:03:00,2011-11-04 11:55:00,35,338,0.04437869822485207,287.9045857988165
12432.0,5,1801,5059.32,46.845555555555556,2011-06-20 13:27:00,2011-10-28 11:43:00,42,129,0.03875968992248062,196.09767441860464
12433.0,7,11071,13375.87,31.847309523809525,2010-12-01 13:24:00,2011-12-09 10:02:00,0,372,0.01881720430107527,251.69647849462368
12434.0,2,394,806.14,16.122799999999998,2011-03-24 13:05:00,2011-09-16 12:38:00,84,175,0.011428571428571429,9.213028571428572
12435.0,2,2055,7829.89,217.49694444444447,2011-03-17 07:40:00,2011-09-21 09:06:00,79,188,0.010638297872340425,83.29670212765957
12436.0,1,211,509.01,31.813125,2011-09-01 12:09:00,2011-09-01 12:09:00,99,1,1.0,509.01
12437.0,18,2922,4951.41,24.88145728643216,2011-01-12 14:13:00,2011-12-08 11:35:00,1,329,0.0547112462006079,270.89781155015197
12438.0,2,1180,2906.85,29.66173469387755,2011-07-22 13:29:00,2011-11-25 13:28:00,13,125,0.016,46.5096
12441.0,1,121,173.55,15.77727272727273,2010-12-08 10:45:00,2010-12-08 10:45:00,366,1,1.0,173.55
12442.0,1,182,172.06,14.338333333333333,2011-12-06 14:22:00,2011-12-06 14:22:00,2,1,1.0,172.06
12444.0,5,1153,5005.46,28.440113636363638,2011-06-21 14:00:00,2011-11-18 13:23:00,20,149,0.03355704697986577,167.96845637583894
12445.0,1,62,133.4,33.35,2011-11-17 18:43:00,2011-11-17 18:43:00,21,1,1.0,133.4
12446.0,1,351,1002.3100000000001,17.584385964912283,2011-10-13 12:50:00,2011-10-13 12:50:00,57,1,1.0,1002.3100000000001
12447.0,1,190,476.49,18.326538461538462,2011-04-10 13:25:00,2011-04-10 13:25:00,242,1,1.0,476.49
12448.0,1,243,449.45,20.429545454545455,2011-10-26 13:46:00,2011-10-26 13:46:00,43,1,1.0,449.45
12449.0,4,1553,4067.29,21.294712041884818,2011-06-05 15:37:00,2011-11-17 13:46:00,21,164,0.024390243902439025,99.20219512195122
12450.0,2,128,197.88,24.735,2011-06-19 14:36:00,2011-07-06 14:41:00,155,17,0.11764705882352941,23.279999999999998
12451.0,5,6575,9035.52,25.524067796610172,2011-01-19 09:05:00,2011-11-29 08:40:00,10,313,0.01597444089456869,144.33738019169328
12452.0,2,185,430.57,19.571363636363635,2011-11-23 08:05:00,2011-11-23 10:28:00,16,1,2.0,861.14
12453.0,1,473,707.09,16.443953488372095,2011-07-28 14:08:00,2011-07-28 14:08:00,133,1,1.0,707.09
12454.0,1,1006,3528.34,235.22266666666667,2011-10-14 17:13:00,2011-10-14 17:13:00,55,1,1.0,3528.34
12455.0,6,2089,2466.86,27.409555555555556,2011-02-16 09:56:00,2011-09-27 15:31:00,72,223,0.026905829596412557,66.37291479820628
12456.0,3,1633,3181.04,25.44832,2011-03-30 09:12:00,2011-10-26 14:41:00,43,210,0.014285714285714285,45.44342857142857
12457.0,7,843,2363.23,38.11661290322581,2011-04-14 18:57:00,2011-10-04 13:13:00,65,172,0.040697674418604654,96.17796511627908
12458.0,2,506,947.4,24.931578947368422,2011-02-28 10:55:00,2011-09-29 15:25:00,70,213,0.009389671361502348,8.895774647887324
12461.0,2,287,826.88,23.62514285714286,2011-07-08 10:23:00,2011-09-06 16:57:00,93,60,0.03333333333333333,27.562666666666665
12462.0,2,536,1189.59,19.186935483870965,2011-02-09 14:44:00,2011-11-21 09:11:00,18,284,0.007042253521126761,8.377394366197183
12463.0,4,776,1344.78,16.202168674698793,2011-04-12 12:47:00,2011-10-17 13:44:00,52,188,0.02127659574468085,28.612340425531915
12464.0,8,112,1212.05,41.79482758620689,2011-02-03 13:30:00,2011-11-29 13:33:00,9,299,0.026755852842809364,32.42943143812709
12465.0,2,479,742.1899999999999,15.79127659574468,2011-06-23 13:37:00,2011-11-22 16:34:00,16,152,0.013157894736842105,9.76565789473684
12468.0,2,366,729.5400000000001,19.19842105263158,2011-01-27 13:29:00,2011-06-05 11:36:00,187,128,0.015625,11.399062500000001
12471.0,30,8212,19824.05,43.09576086956522,2010-12-10 09:35:00,2011-12-07 15:43:00,1,362,0.08287292817679558,1642.8770718232042
12472.0,7,4148,6572.11,19.386755162241887,2010-12-05 14:19:00,2011-11-07 14:01:00,31,336,0.020833333333333332,136.9189583333333
12473.0,5,2439,3938.5499999999997,23.443749999999998,2011-06-01 10:15:00,2011-11-10 13:46:00,28,162,0.030864197530864196,121.56018518518518
12474.0,18,4847,7375.79,17.395731132075472,2011-01-14 10:06:00,2011-11-22 14:39:00,16,312,0.057692307692307696,425.5263461538462
12475.0,1,535,723.38,20.093888888888888,2011-10-17 10:10:00,2011-10-17 10:10:00,53,1,1.0,723.38
12476.0,11,2408,6816.42,29.255021459227468,2010-12-13 14:39:00,2011-11-24 12:40:00,15,345,0.03188405797101449,217.3351304347826
12477.0,6,3653,13219.74,44.065799999999996,2011-02-11 12:45:00,2011-11-17 09:51:00,22,278,0.02158273381294964,285.3181294964029
12478.0,1,236,680.99,18.91638888888889,2011-12-06 09:56:00,2011-12-06 09:56:00,3,1,1.0,680.99
12479.0,1,385,527.2,17.006451612903227,2011-11-28 13:26:00,2011-11-28 13:26:00,10,1,1.0,527.2
12480.0,4,1707,3281.63,21.309285714285714,2011-01-07 15:27:00,2011-11-11 14:52:00,27,307,0.013029315960912053,42.75739413680782
12481.0,10,3304,5596.32,25.789493087557602,2010-12-09 10:13:00,2011-11-17 08:29:00,22,342,0.029239766081871343,163.63508771929824
12483.0,8,1110,2484.98,33.133066666666664,2011-01-04 14:20:00,2011-11-22 17:02:00,16,322,0.024844720496894408,61.73863354037267
12484.0,6,2191,4541.72,13.126358381502891,2011-01-07 14:04:00,2011-11-07 11:37:00,32,303,0.019801980198019802,89.9350495049505
12488.0,3,529,1298.66,23.612000000000002,2011-09-25 10:34:00,2011-11-30 08:50:00,9,65,0.046153846153846156,59.93815384615385
12489.0,1,105,334.93,22.328666666666667,2011-01-07 13:13:00,2011-01-07 13:13:00,335,1,1.0,334.93
12490.0,10,3064,5417.93,22.114,2011-01-14 09:13:00,2011-12-04 16:07:00,4,324,0.030864197530864196,167.22006172839505
12491.0,1,260,460.40000000000003,17.70769230769231,2011-11-01 12:18:00,2011-11-01 12:18:00,38,1,1.0,460.40000000000003
12492.0,2,192,263.21000000000004,13.160500000000003,2011-08-26 14:51:00,2011-10-07 15:15:00,62,42,0.047619047619047616,12.533809523809525
12493.0,2,207,433.74,19.715454545454545,2011-05-26 14:53:00,2011-06-27 10:17:00,165,31,0.06451612903225806,27.983225806451614
12494.0,7,707,1246.1000000000001,16.183116883116885,2010-12-09 11:31:00,2011-11-24 09:34:00,15,349,0.02005730659025788,24.99340974212035
12497.0,1,1236,1043.1,74.50714285714285,2011-09-19 12:29:00,2011-09-19 12:29:00,81,1,1.0,1043.1
12498.0,3,159,403.70000000000005,17.55217391304348,2011-10-13 09:30:00,2011-11-18 12:53:00,20,36,0.08333333333333333,33.641666666666666
12500.0,11,2678,4257.82,69.80032786885245,2011-01-10 09:48:00,2011-11-16 16:20:00,22,310,0.035483870967741936,151.08393548387096
12501.0,1,1783,2169.39,14.559664429530201,2011-01-07 12:28:00,2011-01-07 12:28:00,336,1,1.0,2169.39
12502.0,5,820,3723.87,25.332448979591835,2011-02-03 10:41:00,2011-09-05 11:52:00,95,214,0.02336448598130841,87.00630841121495
12504.0,2,90,482.04999999999995,53.5611111111111,2011-11-09 14:56:00,2011-11-21 16:02:00,17,12,0.16666666666666666,80.34166666666665
12506.0,1,23,73.5,3.1956521739130435,2011-04-21 08:54:00,2011-04-21 08:54:00,232,1,1.0,73.5
12507.0,3,894,1304.81,62.13380952380952,2011-02-14 09:24:00,2011-07-28 17:09:00,133,164,0.018292682926829267,23.868475609756096
12508.0,2,272,398.27,5.772028985507246,2011-11-10 16:27:00,2011-11-13 15:37:00,25,2,1.0,398.27
12509.0,1,55,176.5,25.214285714285715,2011-02-28 14:45:00,2011-02-28 14:45:00,283,1,1.0,176.5
12510.0,2,353,982.5699999999999,29.774848484848484,2011-01-18 14:04:00,2011-07-20 10:15:00,142,182,0.01098901098901099,10.797472527472527
12512.0,2,99,138.03,4.059705882352941,2011-10-04 14:53:00,2011-10-04 14:55:00,65,1,2.0,276.06
12513.0,1,462,612.29,17.494,2011-08-19 10:51:00,2011-08-19 10:51:00,112,1,1.0,612.29
12514.0,1,440,1017.68,19.954509803921567,2011-03-17 16:38:00,2011-03-17 16:38:00,266,1,1.0,1017.68
12515.0,1,131,383.7,23.98125,2010-12-21 15:43:00,2010-12-21 15:43:00,352,1,1.0,383.7
12516.0,2,875,1312.06,50.46384615384615,2011-06-12 11:37:00,2011-09-23 09:13:00,77,102,0.0196078431372549,25.726666666666667
12517.0,5,1371,2502.84,8.812816901408452,2011-06-02 15:13:00,2011-11-11 14:04:00,27,161,0.031055900621118012,77.72795031055901
12518.0,5,1318,2056.89,16.58782258064516,2011-08-21 13:18:00,2011-12-09 10:13:00,0,109,0.045871559633027525,94.35275229357798
12519.0,1,183,340.84,18.935555555555553,2011-10-07 09:26:00,2011-10-07 09:26:00,63,1,1.0,340.84
12520.0,5,1439,2634.26,17.330657894736845,2011-03-11 11:35:00,2011-09-21 15:23:00,78,194,0.02577319587628866,67.89329896907216
12521.0,1,309,599.68,15.781052631578946,2011-07-20 10:51:00,2011-07-20 10:51:00,142,1,1.0,599.68
12522.0,2,194,192.72,16.06,2011-10-19 14:41:00,2011-10-31 15:30:00,38,12,0.16666666666666666,32.12
12523.0,11,865,1789.77,16.884622641509434,2011-01-12 09:43:00,2011-11-20 12:55:00,18,312,0.035256410256410256,63.10086538461538
12524.0,8,3699,4485.72,31.150833333333335,2011-01-10 10:35:00,2011-11-30 15:31:00,8,324,0.024691358024691357,110.75851851851851
12526.0,3,632,1316.66,18.54450704225352,2011-09-06 14:19:00,2011-12-09 12:09:00,0,93,0.03225806451612903,42.472903225806455
12527.0,3,234,348.71000000000004,19.37277777777778,2011-01-18 12:05:00,2011-09-19 11:55:00,81,243,0.012345679012345678,4.305061728395062
12528.0,6,756,1933.48,21.01608695652174,2011-01-31 09:05:00,2011-11-30 14:40:00,8,303,0.019801980198019802,38.28673267326733
12530.0,4,913,1662.28,25.186060606060607,2011-01-07 10:04:00,2011-10-11 12:34:00,59,277,0.01444043321299639,24.00404332129964
12531.0,1,45,125.22,7.365882352941177,2011-11-25 11:12:00,2011-11-25 11:12:00,14,1,1.0,125.22
12532.0,1,153,349.83000000000004,21.864375000000003,2011-11-09 13:47:00,2011-11-09 13:47:00,29,1,1.0,349.83000000000004
12534.0,1,651,1089.18,17.28857142857143,2011-08-01 10:26:00,2011-08-01 10:26:00,130,1,1.0,1089.18
12535.0,2,219,716.35,21.069117647058825,2011-06-06 12:47:00,2011-09-09 08:48:00,91,94,0.02127659574468085,15.241489361702127
12536.0,3,2803,12601.830000000002,48.282873563218395,2011-10-11 14:52:00,2011-10-27 14:20:00,42,15,0.2,2520.3660000000004
12538.0,1,191,363.95,17.33095238095238,2011-11-10 17:16:00,2011-11-10 17:16:00,28,1,1.0,363.95
12539.0,4,2067,5568.35,20.396886446886448,2011-01-10 09:11:00,2011-11-17 13:30:00,21,311,0.012861736334405145,71.61864951768489
12540.0,17,6685,13400.24,28.03397489539749,2010-12-13 09:39:00,2011-11-20 11:31:00,19,342,0.049707602339181284,666.0938011695906
12541.0,3,680,981.18,18.868846153846153,2011-03-04 09:32:00,2011-11-10 10:40:00,29,251,0.01195219123505976,11.727250996015936
12544.0,1,136,372.7,19.61578947368421,2011-11-03 16:15:00,2011-11-03 16:15:00,35,1,1.0,372.7
12545.0,2,523,1000.39,20.0078,2011-03-25 12:04:00,2011-09-25 13:39:00,74,184,0.010869565217391304,10.873804347826086
12546.0,2,633,1161.5,16.833333333333332,2011-09-23 09:44:00,2011-10-24 12:09:00,46,31,0.06451612903225806,74.93548387096774
12547.0,2,134,207.79999999999998,25.974999999999998,2011-03-04 12:46:00,2011-05-26 12:38:00,197,82,0.024390243902439025,5.068292682926829
12548.0,1,49,95.19999999999999,19.04,2011-06-26 15:35:00,2011-06-26 15:35:00,165,1,1.0,95.19999999999999
12550.0,1,569,964.83,16.92684210526316,2011-09-21 14:35:00,2011-09-21 14:35:00,78,1,1.0,964.83
12551.0,1,100,168.0,16.8,2010-12-17 11:23:00,2010-12-17 11:23:00,357,1,1.0,168.0
12552.0,2,88,437.82,21.891,2011-10-31 12:11:00,2011-11-01 10:02:00,38,1,2.0,875.64
12553.0,10,1965,3692.28,19.33130890052356,2011-01-14 10:42:00,2011-12-01 16:38:00,7,321,0.03115264797507788,115.02429906542056
12556.0,2,358,603.71,4.989338842975207,2011-07-11 13:35:00,2011-10-20 13:06:00,49,100,0.02,12.074200000000001
12557.0,5,4384,11990.960000000001,363.36242424242425,2010-12-03 12:20:00,2011-11-23 16:59:00,15,355,0.014084507042253521,168.8867605633803
12558.0,1,196,269.96,24.54181818181818,2011-12-02 10:41:00,2011-12-02 10:41:00,7,1,1.0,269.96
12559.0,2,283,561.71,26.74809523809524,2011-01-24 10:12:00,2011-02-02 09:49:00,310,8,0.25,140.4275
12560.0,3,1110,2134.01,20.323904761904764,2011-07-19 15:55:00,2011-12-04 13:54:00,4,137,0.021897810218978103,46.730145985401464
12561.0,1,177,238.85,14.928125,2011-02-10 11:39:00,2011-02-10 11:39:00,302,1,1.0,238.85
12562.0,7,1779,3781.7400000000002,22.510357142857146,2011-05-25 12:44:00,2011-12-01 17:20:00,7,190,0.03684210526315789,139.32726315789472
12564.0,1,133,456.9,21.757142857142856,2011-03-23 14:55:00,2011-03-23 14:55:00,260,1,1.0,456.9
12565.0,1,80,145.92,16.21333333333333,2011-02-24 10:34:00,2011-02-24 10:34:00,288,1,1.0,145.92
12566.0,1,265,351.65,18.507894736842104,2011-09-14 14:30:00,2011-09-14 14:30:00,85,1,1.0,351.65
12567.0,10,4305,9401.28,21.079103139013455,2010-12-05 11:57:00,2011-11-17 11:02:00,22,346,0.028901734104046242,271.71329479768787
12569.0,32,1801,4124.69,21.939840425531912,2011-04-01 13:47:00,2011-12-07 16:24:00,1,250,0.128,527.9603199999999
12571.0,2,523,519.61,15.28264705882353,2011-08-10 12:35:00,2011-10-31 10:19:00,39,81,0.024691358024691357,12.829876543209876
12572.0,2,452,1020.42,17.006999999999998,2011-10-19 08:20:00,2011-12-01 09:20:00,8,43,0.046511627906976744,47.46139534883721
12573.0,1,84,160.54000000000002,5.733571428571429,2011-04-26 15:52:00,2011-04-26 15:52:00,226,1,1.0,160.54000000000002
12574.0,1,61,218.45,19.85909090909091,2011-01-28 09:20:00,2011-01-28 09:20:00,315,1,1.0,218.45
12576.0,5,967,1315.83,14.952613636363635,2011-02-08 11:31:00,2011-11-04 10:11:00,35,268,0.018656716417910446,24.5490671641791
12577.0,3,472,657.8,4.474829931972788,2010-12-15 16:21:00,2011-11-04 13:24:00,34,323,0.009287925696594427,6.109597523219813
12578.0,2,1196,2794.51,24.51324561403509,2011-01-13 15:34:00,2011-11-18 13:30:00,20,308,0.006493506493506494,18.146168831168833
12579.0,1,285,440.42,15.18689655172414,2011-09-22 17:15:00,2011-09-22 17:15:00,77,1,1.0,440.42
12580.0,1,238,415.7,17.320833333333333,2011-04-07 10:24:00,2011-04-07 10:24:00,246,1,1.0,415.7
12581.0,1,161,197.71,13.180666666666667,2011-10-31 08:56:00,2011-10-31 08:56:00,39,1,1.0,197.71
12582.0,2,300,511.36,23.243636363636366,2011-02-24 11:42:00,2011-04-15 08:45:00,238,49,0.04081632653061224,20.871836734693876
12583.0,15,5060,7281.38,29.47927125506073,2010-12-01 08:45:00,2011-12-07 08:07:00,2,370,0.04054054054054054,295.1910810810811
12584.0,9,416,2338.15,24.355729166666666,2011-03-04 15:15:00,2011-12-06 09:35:00,3,276,0.03260869565217391,76.24402173913043
12585.0,2,1279,2040.1,23.44942528735632,2010-12-23 12:58:00,2011-04-19 13:39:00,233,117,0.017094017094017096,34.873504273504274
12586.0,1,79,196.94000000000003,17.903636363636366,2011-11-22 16:24:00,2011-11-22 16:24:00,16,1,1.0,196.94000000000003
12587.0,1,51,144.0,36.0,2011-12-02 12:47:00,2011-12-02 12:47:00,7,1,1.0,144.0
12588.0,1,53,214.89999999999998,21.49,2011-10-31 15:01:00,2011-10-31 15:01:00,38,1,1.0,214.89999999999998
12589.0,2,306,646.68,18.47657142857143,2011-07-18 12:05:00,2011-11-11 10:19:00,28,115,0.017391304347826087,11.246608695652172
12590.0,2,4283,9864.26,145.06264705882353,2011-05-12 14:46:00,2011-05-12 14:52:00,210,1,2.0,19728.52
12591.0,1,228,452.84999999999997,17.41730769230769,2011-01-26 14:35:00,2011-01-26 14:35:00,316,1,1.0,452.84999999999997
12592.0,2,290,437.6,24.311111111111114,2011-05-10 13:44:00,2011-09-08 15:04:00,91,121,0.01652892561983471,7.23305785123967
12593.0,3,206,418.09999999999997,19.909523809523808,2011-05-05 09:29:00,2011-08-23 12:43:00,108,110,0.02727272727272727,11.40272727272727
12594.0,10,1777,3338.2200000000003,28.290000000000003,2011-01-21 09:52:00,2011-11-02 12:20:00,37,285,0.03508771929824561,117.13052631578948
12596.0,2,474,618.27,22.898888888888887,2011-04-11 13:22:00,2011-10-19 13:02:00,50,190,0.010526315789473684,6.508105263157894
12597.0,4,2236,3811.22,18.50106796116505,2011-03-16 14:00:00,2011-11-20 13:33:00,18,248,0.016129032258064516,61.47129032258064
12598.0,8,1964,3023.08,22.902121212121212,2011-02-28 11:58:00,2011-11-30 12:18:00,9,275,0.02909090909090909,87.94414545454545
12599.0,7,956,1032.58,16.654516129032256,2011-02-08 13:28:00,2011-11-10 13:34:00,28,275,0.025454545454545455,26.283854545454545
12600.0,10,774,2599.04,40.61,2010-12-03 12:57:00,2011-11-11 10:29:00,28,342,0.029239766081871343,75.9953216374269
12601.0,5,245,577.0600000000001,20.609285714285715,2011-01-11 10:38:00,2011-06-03 10:17:00,189,142,0.035211267605633804,20.319014084507046
12602.0,1,162,153.12,12.76,2011-10-12 11:22:00,2011-10-12 11:22:00,58,1,1.0,153.12
12603.0,1,63,739.1999999999999,369.59999999999997,2011-11-18 10:42:00,2011-11-18 10:42:00,21,1,1.0,739.1999999999999
12604.0,2,201,254.18,15.88625,2011-03-23 12:06:00,2011-09-21 14:08:00,78,182,0.01098901098901099,2.7931868131868134
12607.0,1,1228,1579.51,15.63871287128713,2011-10-10 16:06:00,2011-10-10 16:06:00,59,1,1.0,1579.51
